PROCESSO ADMIN. Nº,PROCESSO Nº,OBSERVACOES__gt,OBSERVACOES__pred,status
2005042413,0800488-97.2023.8.15.0461,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [8]-0303027_Anexo.pdf; CNJs adicionais mencionados: 0800462-31.2025.8.15.0461, 0800496-74.2023.8.15.0461, 0801059-68.2023.8.15.0461, 0801308-53.2022.8.15.0461, 0801674-58.2023.8.15.0461; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0800488-97.2023.8.15.0461; Data suspeita em DATA DA REQUISIÇÃO: 22/11/2046; Data suspeita em Data da Autorização da Despesa: Comunicações","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [8]-0303027_Anexo.pdf; CNJs adicionais mencionados: 0800462-31.2025.8.15.0461, 0800496-74.2023.8.15.0461, 0801059-68.2023.8.15.0461, 0801308-53.2022.8.15.0461, 0801674-58.2023.8.15.0461; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0800488-97.2023.8.15.0461; Data suspeita em DATA DA REQUISIÇÃO: 22/11/2046; Data suspeita em Data da Autorização da Despesa: Comunicações",TP
2040.2025,0800013-05.2024.8.15.0301,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2040.2025; Processo divergente do ZIP: 0800013-05.2024.8.15.0301; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2040.2025; Processo divergente do ZIP: 0800013-05.2024.8.15.0301; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2016.2025,0801129-93.2025.8.15.0371,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2016.2025; Processo divergente do ZIP: 0801129-93.2025.8.15.0371; Data suspeita em Data da Autorização da Despesa: Comunicações; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( X ) Finais; Valor suspeito em R$: ( ) Adiantamento ( X ) Finais; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2016.2025; Processo divergente do ZIP: 0801129-93.2025.8.15.0371; Data suspeita em Data da Autorização da Despesa: Comunicações; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( X ) Finais; Valor suspeito em R$: ( ) Adiantamento ( X ) Finais; VALOR ARBITRADO - CM inválido (não monetário),TP
2066.61454,0800827-04.2025.8.15.0391,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2066.61454; Processo divergente do ZIP: 0800827-04.2025.8.15.0391; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2066.61454; Processo divergente do ZIP: 0800827-04.2025.8.15.0391; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2010011233,0807839-66.2024.8.15.0371,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2010011233; Processo divergente do ZIP: 0807839-66.2024.8.15.0371; Data suspeita em Data da Autorização da Despesa: Comunicações; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( X ) Finais; Valor suspeito em R$: ( ) Adiantamento ( X ) Finais; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2010011233; Processo divergente do ZIP: 0807839-66.2024.8.15.0371; Data suspeita em Data da Autorização da Despesa: Comunicações; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( X ) Finais; Valor suspeito em R$: ( ) Adiantamento ( X ) Finais; VALOR ARBITRADO - CM inválido (não monetário),TP
2066.61454,0800796-81.2025.8.15.0391,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2066.61454; Processo divergente do ZIP: 0800796-81.2025.8.15.0391; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2066.61454; Processo divergente do ZIP: 0800796-81.2025.8.15.0391; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2000000116,0806259-98.2024.8.15.0371,Sem VALOR ARBITRADO; Sem PERITO; Sem PROCESSO Nº; Processo adm. citado nos documentos: 2000000116; Processo divergente do ZIP: 0806259-98.2024.8.15.0371; Valor suspeito em R$: ( ) Adiantamento ( X ) Finais,Sem VALOR ARBITRADO; Sem PERITO; Sem PROCESSO Nº; Processo adm. citado nos documentos: 2000000116; Processo divergente do ZIP: 0806259-98.2024.8.15.0371; Valor suspeito em R$: ( ) Adiantamento ( X ) Finais,TP
2020251015,0801390-11.2024.8.15.0301,Sem PROCESSO Nº; Sem VALOR ARBITRADO; PROCESSO Nº inválido (dígitos de verificação); Sem PERITO; Processo adm. citado nos documentos: 2020251015; Processo divergente do ZIP: 0801390-11.2024.8.15.0301; Data suspeita em Data da Autorização da Despesa: Comunicações,Sem PROCESSO Nº; Sem VALOR ARBITRADO; PROCESSO Nº inválido (dígitos de verificação); Sem PERITO; Processo adm. citado nos documentos: 2020251015; Processo divergente do ZIP: 0801390-11.2024.8.15.0301; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
019471-05.2025.8.15,0804302-28.2025.8.15.0371,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0804302-28.2025.8.15.0371; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0804302-28.2025.8.15.0371; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2025115000,0802809-16.2025.8.15.0371,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2025115000; Processo divergente do ZIP: 0802809-16.2025.8.15.0371; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( X ) Finais; Valor suspeito em R$: ( ) Adiantamento ( X ) Finais; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2025115000; Processo divergente do ZIP: 0802809-16.2025.8.15.0371; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( X ) Finais; Valor suspeito em R$: ( ) Adiantamento ( X ) Finais; VALOR ARBITRADO - CM inválido (não monetário),TP
019489-72.2025.8.15,0801811-43.2025.8.15.0211,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0801811-43.2025.8.15.0211; CPF do perito ajustado pelo catálogo externo,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0801811-43.2025.8.15.0211; CPF do perito ajustado pelo catálogo externo,TP
019492-67.2025.8.15,0801811-43.2025.8.15.0211,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0801811-43.2025.8.15.0211; CPF do perito ajustado pelo catálogo externo,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0801811-43.2025.8.15.0211; CPF do perito ajustado pelo catálogo externo,TP
019493-33.2025.8.15,0802123-19.2025.8.15.0211,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; Processo divergente do ZIP: 0802123-19.2025.8.15.0211; CPF do perito ajustado pelo catálogo externo,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; Processo divergente do ZIP: 0802123-19.2025.8.15.0211; CPF do perito ajustado pelo catálogo externo,TP
2004555510,0801364-55.2025.8.15.0211,Sem PROCESSO Nº; Sem VALOR ARBITRADO; PROCESSO Nº inválido (dígitos de verificação); Sem PERITO; Processo adm. citado nos documentos: 2004555510; Processo divergente do ZIP: 0801364-55.2025.8.15.0211; CPF do perito ajustado pelo catálogo externo,Sem PROCESSO Nº; Sem VALOR ARBITRADO; PROCESSO Nº inválido (dígitos de verificação); Sem PERITO; Processo adm. citado nos documentos: 2004555510; Processo divergente do ZIP: 0801364-55.2025.8.15.0211; CPF do perito ajustado pelo catálogo externo,TP
2004555510,0801364-55.2025.8.15.0211,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2004555510; Processo divergente do ZIP: 0801364-55.2025.8.15.0211; CPF do perito ajustado pelo catálogo externo,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2004555510; Processo divergente do ZIP: 0801364-55.2025.8.15.0211; CPF do perito ajustado pelo catálogo externo,TP
2035800265,0801747-95.2023.8.15.0601,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2035800265; Processo divergente do ZIP: 0801747-95.2023.8.15.0601; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2035800265; Processo divergente do ZIP: 0801747-95.2023.8.15.0601; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2010000010,0800659-22.2025.8.15.0061,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [14]-0304223_Anexo.pdf; Processo adm. citado nos documentos: 2010000010; Processo divergente do ZIP: 0800659-22.2025.8.15.0061; Data suspeita em Data da Autorização da Despesa: Comunicações; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [14]-0304223_Anexo.pdf; Processo adm. citado nos documentos: 2010000010; Processo divergente do ZIP: 0800659-22.2025.8.15.0061; Data suspeita em Data da Autorização da Despesa: Comunicações; VALOR ARBITRADO - CM inválido (não monetário),TP
2000000859,0802115-34.2023.8.15.0301,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2000000859; Processo divergente do ZIP: 0802115-34.2023.8.15.0301; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( X ) Finais; Valor suspeito em R$: ( ) Adiantamento ( X ) Finais; Fator inválido (não numérico); VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2000000859; Processo divergente do ZIP: 0802115-34.2023.8.15.0301; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( X ) Finais; Valor suspeito em R$: ( ) Adiantamento ( X ) Finais; Fator inválido (não numérico); VALOR ARBITRADO - CM inválido (não monetário),TP
2035800265,0801944-16.2024.8.15.0601,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [01]-0300145_Anexo.pdf; Processo adm. citado nos documentos: 2035800265; Processo divergente do ZIP: 0801944-16.2024.8.15.0601,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [01]-0300145_Anexo.pdf; Processo adm. citado nos documentos: 2035800265; Processo divergente do ZIP: 0801944-16.2024.8.15.0601,TP
2035800265,,"Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [03]-0300210_Anexo.pdf, [06]-0300634_Anexo.pdf; Processo adm. citado nos documentos: 2035800265","Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [03]-0300210_Anexo.pdf, [06]-0300634_Anexo.pdf; Processo adm. citado nos documentos: 2035800265",TP
019534-94.2025.8.15,0800930-65.2024.8.15.0061,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [02]-0300223_Anexo.pdf, [14]-0304201_Anexo.pdf; Processo divergente do ZIP: 0800930-65.2024.8.15.0061; Fator inválido (não numérico); VALOR ARBITRADO - CM inválido (não monetário)","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [02]-0300223_Anexo.pdf, [14]-0304201_Anexo.pdf; Processo divergente do ZIP: 0800930-65.2024.8.15.0061; Fator inválido (não numérico); VALOR ARBITRADO - CM inválido (não monetário)",TP
2022.815,0801780-86.2022.8.15.0321,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; CNJs adicionais mencionados: 0801418-16.2024.8.15.0321; Processo adm. citado nos documentos: 2022.815; Processo divergente do ZIP: 0801780-86.2022.8.15.0321; CPF do perito ajustado pelo catálogo externo,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; CNJs adicionais mencionados: 0801418-16.2024.8.15.0321; Processo adm. citado nos documentos: 2022.815; Processo divergente do ZIP: 0801780-86.2022.8.15.0321; CPF do perito ajustado pelo catálogo externo,TP
2024.815,,"Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [02]-0300264_Anexo_01.pdf, [05]-0305939_Anexo.pdf; Processo adm. citado nos documentos: 2024.815; CPF do perito ajustado pelo catálogo externo","Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [02]-0300264_Anexo_01.pdf, [05]-0305939_Anexo.pdf; Processo adm. citado nos documentos: 2024.815; CPF do perito ajustado pelo catálogo externo",TP
2094901533,0801418-16.2024.8.15.0321,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; Processo adm. citado nos documentos: 2094901533; Processo divergente do ZIP: 0801418-16.2024.8.15.0321; CPF do perito ajustado pelo catálogo externo,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; Processo adm. citado nos documentos: 2094901533; Processo divergente do ZIP: 0801418-16.2024.8.15.0321; CPF do perito ajustado pelo catálogo externo,TP
2028485270,0802956-63.2024.8.15.0731,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0262303-57.2009.8.26.0000; Processo adm. citado nos documentos: 2028485270; Processo divergente do ZIP: 0802956-63.2024.8.15.0731; Fator inválido (não numérico),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0262303-57.2009.8.26.0000; Processo adm. citado nos documentos: 2028485270; Processo divergente do ZIP: 0802956-63.2024.8.15.0731; Fator inválido (não numérico),TP
2013.950,0000185-04.2015.8.15.1171,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [02]-0301474_Anexo.pdf; Processo adm. citado nos documentos: 2013.950; Processo divergente do ZIP: 0000185-04.2015.8.15.1171; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento (X) Finais; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [02]-0301474_Anexo.pdf; Processo adm. citado nos documentos: 2013.950; Processo divergente do ZIP: 0000185-04.2015.8.15.1171; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento (X) Finais; VALOR ARBITRADO - CM inválido (não monetário),TP
2000000999,0802246-46.2024.8.15.0051,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; Processo adm. citado nos documentos: 2000000999; Processo divergente do ZIP: 0802246-46.2024.8.15.0051; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento (X) Finais; Fator inválido (não numérico); VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; Processo adm. citado nos documentos: 2000000999; Processo divergente do ZIP: 0802246-46.2024.8.15.0051; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento (X) Finais; Fator inválido (não numérico); VALOR ARBITRADO - CM inválido (não monetário),TP
019677-82.2025.8.15,0804801-12.2025.8.15.0371,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [09]-0304150_Anexo.pdf, [02]-0302778_Anexo.pdf; Processo divergente do ZIP: 0804801-12.2025.8.15.0371","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [09]-0304150_Anexo.pdf, [02]-0302778_Anexo.pdf; Processo divergente do ZIP: 0804801-12.2025.8.15.0371",TP
019678-48.2025.8.15,0805172-73.2025.8.15.0371,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [09]-0304139_Anexo.pdf, [02]-0302719_Anexo.pdf; Processo divergente do ZIP: 0805172-73.2025.8.15.0371","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [09]-0304139_Anexo.pdf, [02]-0302719_Anexo.pdf; Processo divergente do ZIP: 0805172-73.2025.8.15.0371",TP
2029.618,0803293-97.2016.8.15.2003,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; Documentos ignorados por divergência: [01]-0303295_Anexo.pdf, [02]-0303303_Anexo.pdf; Processo adm. citado nos documentos: 2029.618; Processo divergente do ZIP: 0803293-97.2016.8.15.2003","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; Documentos ignorados por divergência: [01]-0303295_Anexo.pdf, [02]-0303303_Anexo.pdf; Processo adm. citado nos documentos: 2029.618; Processo divergente do ZIP: 0803293-97.2016.8.15.2003",TP
2005042413,0802388-85.2024.8.15.0201,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [13]-0311953_Anexo.pdf; CNJs adicionais mencionados: 0801565-14.2024.8.15.0201; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0802388-85.2024.8.15.0201; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [13]-0311953_Anexo.pdf; CNJs adicionais mencionados: 0801565-14.2024.8.15.0201; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0802388-85.2024.8.15.0201; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2005042413,0802446-54.2025.8.15.0201,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [13]-0308612_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0802446-54.2025.8.15.0201,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [13]-0308612_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0802446-54.2025.8.15.0201,TP
2005042413,0802287-14.2025.8.15.0201,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [13]-0304978_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0802287-14.2025.8.15.0201,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [13]-0304978_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0802287-14.2025.8.15.0201,TP
2025.815,0801360-17.2024.8.15.0061,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [14]-0304214_Anexo.pdf; CNJs adicionais mencionados: 0801360-17.2024.9.15.0051; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0801360-17.2024.8.15.0061; Fator inválido (não numérico); VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [14]-0304214_Anexo.pdf; CNJs adicionais mencionados: 0801360-17.2024.9.15.0051; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0801360-17.2024.8.15.0061; Fator inválido (não numérico); VALOR ARBITRADO - CM inválido (não monetário),TP
2005042413,0802410-12.2025.8.15.0201,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; Documentos ignorados por divergência: [18]-0321886_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0802410-12.2025.8.15.0201; Data suspeita em Data da Autorização da Despesa: (duas escutas),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; Documentos ignorados por divergência: [18]-0321886_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0802410-12.2025.8.15.0201; Data suspeita em Data da Autorização da Despesa: (duas escutas),TP
2005042413,0802409-27.2025.8.15.0201,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [16]-0308564_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0802409-27.2025.8.15.0201,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [16]-0308564_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0802409-27.2025.8.15.0201,TP
2000001174,0804912-36.2023.8.15.0251,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2000001174; Processo divergente do ZIP: 0804912-36.2023.8.15.0251; Data suspeita em Data da Autorização da Despesa: Comunicações; Fator inválido (não numérico); VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2000001174; Processo divergente do ZIP: 0804912-36.2023.8.15.0251; Data suspeita em Data da Autorização da Despesa: Comunicações; Fator inválido (não numérico); VALOR ARBITRADO - CM inválido (não monetário),TP
2005042413,0000421-41.2018.8.15.0171,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [09]-0308621_Anexo.pdf, [10]-0308623_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0000421-41.2018.8.15.0171","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [09]-0308621_Anexo.pdf, [10]-0308623_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0000421-41.2018.8.15.0171",TP
2025815038,0800190-70.2025.8.15.2002,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2025815038; Processo divergente do ZIP: 0800190-70.2025.8.15.2002; CPF do perito ajustado pelo catálogo externo,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2025815038; Processo divergente do ZIP: 0800190-70.2025.8.15.2002; CPF do perito ajustado pelo catálogo externo,TP
019842-98.2025.8.15,0803178-48.2023.8.15.0381,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0803178-48.2023.8.15.0381; CPF do perito ajustado pelo catálogo externo,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0803178-48.2023.8.15.0381; CPF do perito ajustado pelo catálogo externo,TP
019882-96.2025.8.15,0805282-72.2025.8.15.0371,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [02]-0305860_Anexo.pdf; Processo divergente do ZIP: 0805282-72.2025.8.15.0371,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [02]-0305860_Anexo.pdf; Processo divergente do ZIP: 0805282-72.2025.8.15.0371,TP
019888-86.2025.8.15,0804342-10.2025.8.15.0371,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [09]-0308551_Anexo.pdf, [02]-0305832_Anexo.pdf; Processo divergente do ZIP: 0804342-10.2025.8.15.0371","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [09]-0308551_Anexo.pdf, [02]-0305832_Anexo.pdf; Processo divergente do ZIP: 0804342-10.2025.8.15.0371",TP
